,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
448,Atsuto,801.11.00,862.29.00,1361.22.00,−210.11.00,231.47.00,curry silt,1050.06.00,−688.23.00,6175.32.00,−90345.30.00,TRUE,FALSE,−1451.39.00
449,Bob,−251.26.00,382.57.00,1635.56.00,−1060.33.00,1175.37.00,mustard silt,−551.19.00,67.27.00,5775.34.00,−89565.58.00,TRUE,FALSE,−644.25.00
450,Atsuto,1547.10.00,297.07.00,2222.00.00,−1492.56.00,653.39.00,mustard silt,−91.20.00,683.22.00,6197.25.00,−89826.27.00,TRUE,FALSE,−367.06.00
451,Atsuto,663.58.00,−792.01.00,2583.26.00,−1084.01.00,−76.47.00,old-fashioned silt,164.48.00,−74.15.00,6458.25.00,−89588.50.00,FALSE,FALSE,626.22.00
452,Bob,792.15.00,873.13.00,1068.44.00,−1723.07.00,255.25.00,silt med onions,1453.54.00,06.17,6277.44.00,−90566.24.00,TRUE,FALSE,−379.11.00
453,Jorg,721.47.00,701.24.00,2611.36.00,−1137.58.00,1543.05.00,mustard silt,−433.34.00,1562.41.00,6679.06.00,−89899.56.00,FALSE,FALSE,−1465.42.00
454,Jorg,1155.13.00,−684.31.00,2387.04.00,−1310.32.00,−1505.55.00,curry silt,886.58.00,353.37.00,5732.29.00,−89599.55.00,FALSE,FALSE,105.38.00
455,Bob,−839.19.00,808.20.00,1638.27.00,−729.31.00,445.48.00,mustard silt,142.56.00,−142.32.00,6093.45.00,−89309.33.00,TRUE,FALSE,−1720.13.00
456,Bob,54.48.00,−413.59.00,1677.21.00,−260.05.00,−910.45.00,surströmming,324.33.00,−70.59.00,6178.02.00,−89901.34.00,TRUE,FALSE,1363.13.00
457,Bob,1119.29.00,−912.16.00,1492.41.00,−123.53.00,−341.20.00,surströmming,−979.53.00,−312.26.00,6430.49.00,−90437.28.00,TRUE,FALSE,1203.07.00
458,Jorg,812.02.00,809.15.00,2022.22.00,−1435.03.00,114.42.00,mustard silt,339.31.00,1279.56.00,6440.16.00,−89408.11.00,TRUE,FALSE,−579.04.00
459,Jorg,236.42.00,1269.38.00,1346.29.00,−1461.34.00,1127.33.00,mustard silt,1151.07.00,−321.01.00,5641.45.00,−90725.55.00,TRUE,FALSE,−534.00.00
460,Bob,1310.13.00,−1149.12.00,1418.28.00,−1251.18.00,−862.35.00,old-fashioned silt,21.49,900.40.00,5938.23.00,−89998.53.00,FALSE,FALSE,1542.01.00
461,Bob,937.46.00,−802.16.00,1985.32.00,−807.30.00,−99.20.00,surströmming,−1393.04.00,757.17.00,6512.36.00,−89568.33.00,TRUE,FALSE,692.36.00
462,Bob,998.36.00,−1040.58.00,2535.48.00,−1705.34.00,−624.28.00,surströmming,506.08.00,377.19.00,6077.21.00,−89503.03.00,TRUE,FALSE,677.46.00
463,Atsuto,1281.34.00,641.50.00,1731.33.00,−1722.15.00,1412.01.00,old-fashioned silt,−1502.14.00,−550.27.00,5691.42.00,−89207.19.00,TRUE,FALSE,−566.29.00
464,Atsuto,474.31.00,892.40.00,1279.26.00,−334.42.00,298.12.00,silt med onions,−596.51.00,−1018.23.00,5641.23.00,−89331.38.00,TRUE,FALSE,−1169.46.00
465,Bob,614.37.00,−805.01.00,2264.03.00,−429.33.00,−105.22.00,surströmming,1247.31.00,−23.01.00,6932.04.00,−90379.55.00,TRUE,FALSE,1331.07.00
466,Bob,1118.49.00,−1000.59.00,2010.02.00,−1184.46.00,−536.29.00,mustard silt,−1648.01.00,307.46.00,6428.13.00,−89442.38.00,FALSE,FALSE,595.47.00
467,Jorg,121.10.00,−102.02.00,2354.24.00,−1604.02.00,−224.29.00,old-fashioned silt,−1033.41.00,−16.02.00,6562.22.00,−90682.43.00,TRUE,FALSE,23.15
468,Jorg,13.39,41.41.00,1731.31.00,−226.38.00,91.42.00,surströmming,−887.02.00,−615.11.00,6669.31.00,−90786.19.00,TRUE,FALSE,998.33.00
469,Bob,1554.08.00,338.20.00,1121.38.00,−1265.03.00,744.20.00,mustard silt,1273.48.00,−1170.28.00,6248.53.00,−90631.11.00,TRUE,FALSE,−1401.26.00
470,Atsuto,490.53.00,−373.48.00,1081.36.00,−1104.59.00,−1155.30.00,surströmming,−1593.51.00,−48.47.00,6929.46.00,−90840.41.00,FALSE,FALSE,382.40.00
471,Atsuto,150.41.00,−453.22.00,1402.09.00,−256.28.00,−1330.32.00,surströmming,−734.34.00,−1316.39.00,6569.41.00,−89717.27.00,TRUE,FALSE,1022.29.00
472,Atsuto,369.13.00,−100.56.00,1362.12.00,−314.09.00,−555.10.00,surströmming,−360.44.00,−84.08.00,5526.12.00,−89672.36.00,TRUE,FALSE,269.38.00
473,Atsuto,250.13.00,1561.28.00,1879.56.00,−1703.14.00,103.53.00,mustard silt,05.42,547.05.00,6724.00.00,−90541.51.00,TRUE,FALSE,−424.27.00
474,Atsuto,718.22.00,787.46.00,2019.17.00,−1505.06.00,67.26.00,mustard silt,−1321.23.00,−395.53.00,6025.08.00,−89650.58.00,TRUE,FALSE,−266.59.00
475,Bob,1061.12.00,−1507.45.00,1819.57.00,−852.22.00,−1651.23.00,mustard silt,−705.41.00,821.17.00,6075.43.00,−89450.33.00,FALSE,FALSE,951.26.00
476,Bob,−796.42.00,546.58.00,1627.01.00,−779.04.00,1536.28.00,mustard silt,1324.27.00,−1593.17.00,7013.27.00,−89876.35.00,FALSE,FALSE,−428.07.00
477,Bob,−371.40.00,136.14.00,1269.33.00,−264.29.00,632.51.00,mustard silt,1355.22.00,−1389.47.00,6389.50.00,−89355.28.00,TRUE,FALSE,−1008.59.00
478,Bob,1198.29.00,637.46.00,1006.30.00,−507.02.00,1403.06.00,mustard silt,−582.26.00,−1427.59.00,6817.12.00,−90733.47.00,TRUE,FALSE,−919.22.00
479,Bob,−625.27.00,336.16.00,1059.12.00,−139.51.00,1072.55.00,mustard silt,−160.49.00,−1329.55.00,6655.25.00,−89893.41.00,TRUE,FALSE,−478.06.00
480,Atsuto,−1220.26.00,912.48.00,2314.56.00,−1319.15.00,675.38.00,mustard silt,−818.09.00,−1415.44.00,6532.45.00,−89374.40.00,TRUE,FALSE,−450.24.00
481,Atsuto,569.28.00,1054.40.00,1517.16.00,−415.15.00,654.36.00,mexicansk silt,−430.44.00,−798.11.00,5951.40.00,−89992.24.00,TRUE,FALSE,−1299.38.00
482,Bob,439.52.00,−435.14.00,2553.26.00,−285.57.00,−1290.38.00,surströmming,−188.38.00,145.20.00,5711.15.00,−89586.35.00,TRUE,FALSE,1066.42.00
483,Jorg,1196.04.00,−1335.18.00,2245.41.00,−1530.02.00,−1272.00.00,surströmming,−476.53.00,464.38.00,6696.44.00,−89777.52.00,TRUE,FALSE,412.12.00
484,Bob,857.53.00,421.15.00,1528.30.00,−1653.46.00,926.45.00,mustard silt,683.13.00,1391.50.00,6718.10.00,−90139.28.00,TRUE,FALSE,−1031.59.00
485,Bob,1167.53.00,−890.57.00,2571.03.00,−993.54.00,−294.26.00,old-fashioned silt,−1119.32.00,1609.56.00,6545.56.00,−89772.37.00,FALSE,FALSE,831.10.00
486,Atsuto,826.55.00,−992.42.00,1681.25.00,−118.54.00,−518.17.00,surströmming,487.25.00,1057.25.00,5479.12.00,−89600.05.00,TRUE,FALSE,1660.33.00
487,Bob,746.27.00,−1032.09.00,1003.24.00,−750.46.00,−605.04.00,mustard silt,695.28.00,−1450.08.00,5613.45.00,−90413.16.00,FALSE,FALSE,1462.30.00
488,Jorg,1606.09.00,−152.03.00,1289.53.00,−1436.54.00,−334.31.00,mustard silt,−1453.47.00,−1572.20.00,6532.54.00,−89367.04.00,TRUE,FALSE,−382.17.00
489,Bob,1356.40.00,−1326.47.00,1749.56.00,−507.23.00,−1253.16.00,surströmming,271.34.00,−727.15.00,6038.48.00,−89662.46.00,TRUE,FALSE,1531.21.00
490,Jorg,289.36.00,−505.45.00,1983.24.00,−1530.07.00,−1445.48.00,surströmming,−1135.32.00,550.33.00,5539.32.00,−90391.02.00,FALSE,FALSE,1596.18.00
491,Bob,400.28.00,−150.18.00,1187.55.00,−1730.35.00,−330.39.00,mustard silt,271.21.00,1553.20.00,5943.36.00,−89402.00.00,TRUE,FALSE,912.07.00
492,Bob,1294.43.00,−1285.31.00,1481.03.00,−571.50.00,−1495.36.00,surströmming,701.48.00,−101.23.00,6854.54.00,−89750.25.00,TRUE,FALSE,1631.09.00
493,Atsuto,1408.32.00,−1047.14.00,1096.22.00,−1046.26.00,−971.22.00,surströmming,128.43.00,−788.02.00,6841.10.00,−89723.16.00,FALSE,FALSE,1299.27.00
494,Bob,1221.50.00,−107.09.00,1521.10.00,−356.11.00,−568.52.00,mustard silt,−1491.52.00,51.53.00,6381.08.00,−90462.13.00,FALSE,FALSE,505.08.00
495,Atsuto,−673.30.00,495.30.00,1766.52.00,−1581.32.00,1423.14.00,mustard silt,1627.06.00,−1344.29.00,5514.52.00,−89859.21.00,TRUE,FALSE,−1693.58.00
496,Bob,418.53.00,−546.42.00,1163.24.00,−1444.23.00,−1535.53.00,surströmming,−711.03.00,483.18.00,6421.28.00,−90132.51.00,FALSE,FALSE,154.59.00
497,Jorg,1648.01.00,171.43.00,2510.07.00,−840.32.00,377.46.00,mustard silt,−1332.20.00,−593.13.00,6999.40.00,−89805.32.00,FALSE,FALSE,−177.19.00
498,Jorg,1210.12.00,−1002.55.00,2527.19.00,−1016.40.00,−873.52.00,surströmming,−1572.25.00,−1521.55.00,6564.20.00,−90339.41.00,FALSE,FALSE,1259.50.00
499,Atsuto,360.20.00,1554.30.00,1261.11.00,−233.33.00,88.35.00,mustard silt,872.53.00,83.29.00,5859.15.00,−89541.24.00,TRUE,FALSE,−225.21.00
500,Bob,915.35.00,599.21.00,2615.52.00,−203.41.00,1318.35.00,mustard silt,−1343.28.00,−1549.53.00,7026.24.00,−90640.41.00,TRUE,FALSE,−101.51.00
501,Bob,275.52.00,−366.09.00,1146.22.00,−1307.49.00,−1138.39.00,surströmming,782.06.00,−1339.11.00,5624.53.00,−90604.13.00,FALSE,FALSE,1323.54.00
502,Jorg,325.46.00,1575.49.00,2027.03.00,−259.49.00,135.28.00,mustard silt,−1069.55.00,−821.11.00,5906.45.00,−90826.57.00,TRUE,FALSE,−1570.46.00
503,Bob,−159.45.00,300.08.00,1382.44.00,−1594.11.00,1326.35.00,mustard silt,677.19.00,−894.53.00,5937.30.00,−89781.00.00,TRUE,FALSE,−350.59.00
504,Jorg,50.31.00,−227.05.00,1908.08.00,−1606.15.00,−499.36.00,silt med onions,807.19.00,1599.39.00,5895.09.00,−89709.08.00,TRUE,FALSE,1264.04.00
505,Atsuto,271.05.00,−673.30.00,2560.22.00,−1113.28.00,−1481.41.00,mustard silt,−328.10.00,328.49.00,6070.08.00,−90532.09.00,FALSE,FALSE,959.21.00
506,Atsuto,1447.36.00,289.37.00,1361.13.00,−213.48.00,637.10.00,surströmming,−810.56.00,324.35.00,5528.14.00,−89258.53.00,TRUE,FALSE,−778.36.00
507,Atsuto,329.12.00,−396.33.00,2591.12.00,−1352.38.00,−872.25.00,mustard silt,−28.24.00,−259.03.00,6346.46.00,−89367.41.00,TRUE,FALSE,549.03.00
508,Jorg,568.47.00,979.17.00,1125.00.00,−910.59.00,488.46.00,mustard silt,−772.11.00,−155.08.00,7056.44.00,−90084.46.00,FALSE,FALSE,−697.30.00
509,Bob,566.50.00,−822.04.00,1887.33.00,−1243.46.00,−476.01.00,surströmming,−1311.06.00,−373.18.00,6748.22.00,−89417.48.00,FALSE,FALSE,1251.55.00
510,Jorg,1143.26.00,−767.43.00,2097.54.00,−1518.35.00,−356.27.00,surströmming,−1235.48.00,−378.12.00,6246.50.00,−90688.25.00,FALSE,FALSE,1037.37.00
511,Jorg,1209.25.00,−806.37.00,1262.06.00,−1582.51.00,−108.54.00,mexicansk silt,−462.27.00,507.17.00,5766.47.00,−89632.09.00,TRUE,FALSE,1420.27.00
512,Atsuto,−937.14.00,961.45.00,2269.50.00,−1291.32.00,783.19.00,mustard silt,914.20.00,607.59.00,5833.03.00,−90304.25.00,TRUE,FALSE,−1303.43.00
513,Bob,147.44.00,278.52.00,1136.18.00,−848.13.00,613.30.00,mustard silt,1553.55.00,−1433.25.00,6256.57.00,−90600.25.00,FALSE,FALSE,1575.11.00
514,Atsuto,309.12.00,−282.22.00,2219.06.00,−1598.52.00,−621.11.00,curry silt,−1465.33.00,579.12.00,5930.11.00,−90242.34.00,TRUE,FALSE,1028.57.00
515,Bob,1219.31.00,−1336.31.00,2551.41.00,−1630.13.00,−1274.40.00,is this some kind of food joke?,−1269.45.00,490.06.00,5979.59.00,−89424.25.00,TRUE,FALSE,72.01.00
516,Bob,91.17.00,52.05.00,1719.00.00,−1379.18.00,447.42.00,mustard silt,−552.10.00,−426.48.00,6274.37.00,−90373.58.00,TRUE,FALSE,−956.08.00
517,Jorg,473.59.00,−384.08.00,2311.15.00,−998.30.00,−845.05.00,mustard silt,718.58.00,1193.11.00,5646.39.00,−89343.04.00,FALSE,FALSE,985.15.00
518,Atsuto,1543.13.00,31.23.00,1698.01.00,−1688.59.00,69.02.00,silt med schnapps,−316.32.00,295.29.00,6143.15.00,−89185.20.00,TRUE,FALSE,−826.18.00
519,Atsuto,1369.28.00,−09.15.00,2515.15.00,−1124.39.00,−353.29.00,surströmming,205.08.00,−483.00.00,6153.14.00,−89844.45.00,FALSE,FALSE,888.32.00
520,Bob,−38.11.00,63.12.00,2589.28.00,−267.29.00,805.17.00,mustard silt,571.51.00,−271.39.00,5781.42.00,−89815.09.00,TRUE,FALSE,−1164.48.00
521,Atsuto,673.57.00,−695.48.00,1324.48.00,−286.09.00,−1530.46.00,surströmming,−94.58.00,1138.21.00,6734.51.00,−90475.27.00,TRUE,FALSE,496.22.00
522,Atsuto,867.43.00,−880.00.00,1808.20.00,−1720.59.00,−270.21.00,surströmming,32.45.00,379.33.00,6463.20.00,−90488.10.00,TRUE,FALSE,432.45.00
523,Atsuto,1356.43.00,458.50.00,1791.36.00,−1732.50.00,1009.26.00,mexicansk silt,−269.21.00,982.04.00,5875.22.00,−90494.17.00,TRUE,FALSE,−110.57.00
524,Bob,886.05.00,−745.59.00,1291.00.00,−710.07.00,−1641.09.00,mustard silt,−505.56.00,−1331.07.00,5726.26.00,−90347.16.00,FALSE,FALSE,259.05.00
525,Bob,1567.30.00,117.53.00,1308.41.00,−241.07.00,259.22.00,mustard silt,1295.32.00,−492.10.00,5748.46.00,−89576.29.00,TRUE,FALSE,−639.25.00
526,Jorg,1388.32.00,187.23.00,1848.32.00,−1578.55.00,412.14.00,mexicansk silt,779.59.00,604.04.00,6187.39.00,−89984.52.00,TRUE,FALSE,−156.57.00
527,Jorg,91.42.00,−259.09.00,2420.54.00,−1139.48.00,−570.08.00,mustard silt,580.19.00,−76.20.00,6077.57.00,−89801.28.00,FALSE,FALSE,248.36.00
528,Atsuto,625.23.00,−395.15.00,1981.55.00,−1469.53.00,−1202.40.00,surströmming,−38.18.00,−1183.46.00,6698.19.00,−89235.21.00,FALSE,FALSE,1728.16.00
529,Bob,1647.38.00,−1342.03.00,1011.51.00,−852.21.00,−1286.50.00,mexicansk silt,−860.51.00,−1200.26.00,6245.45.00,−89293.59.00,FALSE,FALSE,1552.28.00
530,Bob,784.22.00,−1045.20.00,2290.26.00,−389.58.00,−634.03.00,surströmming,−266.57.00,429.39.00,6409.48.00,−89825.42.00,TRUE,FALSE,1503.06.00
531,Jorg,650.28.00,1168.03.00,2294.49.00,−1523.31.00,904.02.00,mustard silt,659.21.00,634.12.00,6292.00.00,−90591.22.00,TRUE,FALSE,−192.37.00
532,Jorg,281.05.00,1657.56.00,1235.15.00,−981.32.00,316.08.00,mustard silt,906.54.00,373.06.00,5731.50.00,−89410.23.00,FALSE,FALSE,−1701.56.00
533,Jorg,1309.29.00,−1326.34.00,2038.15.00,−1172.01.00,−1585.55.00,surströmming,−1496.38.00,−1206.05.00,6997.21.00,−90484.04.00,FALSE,FALSE,982.06.00
534,Atsuto,1162.48.00,896.33.00,1509.49.00,−458.33.00,306.44.00,curry silt,−318.48.00,−1531.26.00,6098.04.00,−89667.54.00,TRUE,FALSE,−1618.48.00
535,Atsuto,634.08.00,859.10.00,1520.13.00,−131.49.00,224.30.00,old-fashioned silt,−1345.19.00,530.53.00,6836.01.00,−90820.34.00,TRUE,FALSE,−1396.28.00
536,Bob,183.26.00,1504.33.00,1506.10.00,−1715.44.00,1644.21.00,mustard silt,266.24.00,−701.32.00,6393.27.00,−89772.27.00,TRUE,FALSE,−1452.20.00
537,Jorg,416.46.00,−631.34.00,1075.53.00,−1722.41.00,−1389.27.00,curry silt,1046.55.00,217.30.00,5830.56.00,−89734.28.00,TRUE,FALSE,1670.43.00
538,Bob,967.49.00,−1262.23.00,2354.48.00,−440.45.00,−1111.35.00,surströmming,246.27.00,−257.24.00,6464.16.00,−89543.03.00,TRUE,FALSE,713.35.00
539,Bob,853.35.00,519.26.00,1662.50.00,−1266.16.00,1142.44.00,mustard silt,−821.42.00,361.49.00,6566.36.00,−89918.43.00,TRUE,FALSE,−1179.39.00
540,Atsuto,1053.32.00,−370.14.00,1782.36.00,−169.33.00,−814.31.00,surströmming,−1408.46.00,−1441.58.00,6932.59.00,−89895.00.00,TRUE,FALSE,1382.37.00
541,Jorg,1542.30.00,−1216.36.00,2289.18.00,−1155.20.00,−1010.51.00,silt med schnapps,−461.00.00,−522.42.00,6086.50.00,−89442.01.00,FALSE,FALSE,1098.42.00
542,Jorg,861.18.00,−446.27.00,2584.53.00,−1382.37.00,−982.12.00,mustard silt,762.31.00,436.55.00,6384.48.00,−90646.53.00,TRUE,FALSE,500.28.00
543,Bob,1334.54.00,396.10.00,1030.32.00,−125.24.00,871.34.00,surströmming,−1097.49.00,411.46.00,6835.37.00,−89265.40.00,TRUE,FALSE,−1582.17.00
544,Jorg,586.22.00,−311.54.00,1269.53.00,−1154.04.00,−686.11.00,mustard silt,−28.02.00,1239.15.00,6138.16.00,−90275.44.00,FALSE,FALSE,253.57.00
545,Jorg,847.30.00,597.09.00,2227.31.00,−1096.50.00,1313.44.00,mustard silt,126.22.00,11.36,6819.32.00,−89448.56.00,FALSE,FALSE,−368.23.00
546,Atsuto,21.43,−111.55.00,1934.02.00,−200.49.00,−912.30.00,surströmming,811.23.00,−1360.13.00,6612.03.00,−90054.52.00,TRUE,FALSE,1503.13.00
547,Bob,431.09.00,1057.26.00,1079.49.00,−400.51.00,660.41.00,mustard silt,−619.12.00,−491.03.00,5588.14.00,−89950.17.00,TRUE,FALSE,−938.53.00
548,Atsuto,283.00.00,−1516.10.00,2540.57.00,−1392.39.00,−337.22.00,surströmming,946.29.00,−819.20.00,5653.00.00,−89879.58.00,FALSE,FALSE,1544.47.00
549,Atsuto,1528.13.00,252.35.00,1552.01.00,−339.49.00,555.40.00,surströmming,1136.03.00,78.49.00,5478.00.00,−89875.44.00,TRUE,FALSE,−1649.07.00
550,Bob,1487.13.00,−1391.47.00,1447.59.00,−1509.33.00,−1396.15.00,silt med onions,−750.41.00,−1467.01.00,6488.02.00,−90753.54.00,TRUE,FALSE,412.51.00
551,Jorg,80.07.00,−1564.00.00,2351.41.00,−1656.48.00,−109.29.00,surströmming,−453.42.00,−588.13.00,6214.54.00,−89828.01.00,TRUE,FALSE,1299.56.00
552,Bob,388.16.00,05.23,1643.32.00,−1042.20.00,11.50,surströmming,−367.07.00,210.36.00,6732.47.00,−90279.32.00,TRUE,FALSE,1362.55.00
553,Jorg,615.12.00,1324.51.00,2261.51.00,−321.00.00,1249.01.00,mustard silt,890.05.00,−691.38.00,5597.13.00,−89711.19.00,TRUE,FALSE,−306.28.00
554,Atsuto,−246.22.00,295.44.00,1171.21.00,−1163.33.00,983.45.00,mustard silt,−733.36.00,−559.12.00,6546.26.00,−90398.45.00,TRUE,FALSE,−1455.28.00
555,Bob,444.47.00,850.11.00,1595.20.00,−394.21.00,204.44.00,mustard silt,512.12.00,−819.48.00,6583.12.00,−90084.06.00,FALSE,FALSE,−1665.35.00
556,Bob,210.16.00,1307.56.00,1250.07.00,−653.29.00,1211.47.00,mustard silt,785.04.00,−941.41.00,6937.15.00,−90574.59.00,FALSE,FALSE,−238.23.00
557,Atsuto,427.52.00,−445.04.00,2234.09.00,−1257.59.00,−979.10.00,mexicansk silt,−224.09.00,406.48.00,5926.49.00,−90594.32.00,FALSE,FALSE,306.56.00
558,Bob,214.30.00,−1372.52.00,1977.34.00,−1503.00.00,−355.15.00,surströmming,1653.58.00,−715.56.00,7015.59.00,−89744.37.00,FALSE,FALSE,337.14.00
559,Jorg,456.38.00,−807.14.00,2176.29.00,−1325.57.00,−110.14.00,silt med schnapps,1434.59.00,05.59,6439.34.00,−90183.50.00,FALSE,FALSE,50.36.00
560,Jorg,−94.44.00,231.40.00,1764.40.00,−160.39.00,842.48.00,mustard silt,411.11.00,−461.00.00,6706.05.00,−89941.05.00,TRUE,FALSE,−1072.35.00
561,Atsuto,1376.47.00,−1130.53.00,1965.28.00,−1605.31.00,−822.17.00,surströmming,−1497.04.00,715.11.00,7118.53.00,−90627.01.00,TRUE,FALSE,979.25.00
562,Bob,998.32.00,−642.25.00,1977.29.00,−1352.55.00,−1413.18.00,mustard silt,−811.44.00,868.21.00,5570.55.00,−89981.06.00,TRUE,FALSE,1228.36.00
563,Jorg,369.57.00,−441.28.00,1799.41.00,−1525.17.00,−971.15.00,surströmming,−830.12.00,1535.46.00,6435.46.00,−90349.00.00,TRUE,FALSE,524.53.00
564,Jorg,217.08.00,119.24.00,1446.43.00,−1384.12.00,262.40.00,mustard silt,360.08.00,−818.03.00,5512.08.00,−89863.45.00,TRUE,FALSE,203.20.00
565,Jorg,22.13,45.57.00,1778.48.00,−1626.38.00,101.06.00,silt med onions,−729.06.00,1184.42.00,6935.28.00,−89652.29.00,TRUE,FALSE,1450.37.00
566,Atsuto,−1487.18.00,101.10.00,2094.17.00,−1667.23.00,888.50.00,mustard silt,594.09.00,−72.16.00,6619.43.00,−90484.57.00,TRUE,FALSE,−578.33.00
567,Atsuto,1082.59.00,670.51.00,1378.49.00,−418.41.00,1475.51.00,silt med schnapps,1113.38.00,1353.27.00,6933.39.00,−90717.41.00,TRUE,FALSE,−678.24.00
568,Atsuto,331.51.00,1246.02.00,1870.41.00,−191.45.00,1075.37.00,mustard silt,1245.53.00,−687.47.00,6161.29.00,−89478.34.00,TRUE,FALSE,−1344.35.00
569,Atsuto,−160.59.00,1625.29.00,1137.58.00,−1023.50.00,244.45.00,mustard silt,−589.38.00,−639.18.00,6240.06.00,−89620.01.00,FALSE,FALSE,−534.53.00
570,Bob,994.27.00,−484.03.00,2258.34.00,−1569.51.00,−1398.03.00,surströmming,297.54.00,−370.44.00,6915.20.00,−89413.17.00,TRUE,FALSE,331.57.00
571,Jorg,290.39.00,−189.18.00,1045.29.00,−968.26.00,−416.28.00,mustard silt,698.28.00,1036.48.00,6881.06.00,−90750.31.00,FALSE,FALSE,347.07.00
572,Jorg,865.28.00,−1101.18.00,2041.37.00,−1501.13.00,−1090.19.00,surströmming,−657.30.00,−867.09.00,6723.28.00,−90308.00.00,FALSE,FALSE,436.30.00
573,Jorg,1371.21.00,−1259.01.00,2149.35.00,−269.03.00,−1104.10.00,surströmming,362.08.00,−400.55.00,5788.30.00,−89827.16.00,TRUE,FALSE,799.45.00
574,Atsuto,254.43.00,−157.46.00,1818.39.00,−1755.23.00,−347.04.00,silt med schnapps,−520.56.00,−86.40.00,6638.04.00,−90842.47.00,TRUE,FALSE,1435.47.00
575,Jorg,986.54.00,−751.37.00,1886.43.00,−121.14.00,−321.02.00,surströmming,1230.40.00,111.52.00,6475.43.00,−90528.20.00,TRUE,FALSE,1434.04.00
576,Jorg,1297.05.00,−1095.19.00,2155.49.00,−1689.12.00,−744.01.00,surströmming,−1238.54.00,−1210.03.00,7049.25.00,−89399.56.00,TRUE,FALSE,421.08.00
577,Bob,1481.08.00,−59.08.00,1763.47.00,−1374.44.00,−130.06.00,curry silt,456.59.00,1337.27.00,5522.31.00,−90795.33.00,TRUE,FALSE,−566.16.00
578,Atsuto,1068.01.00,−804.12.00,2338.32.00,−1570.37.00,−436.43.00,surströmming,−468.33.00,279.01.00,6377.17.00,−89906.05.00,TRUE,FALSE,719.02.00
579,Bob,1352.03.00,−1283.33.00,1250.57.00,−1023.29.00,−1158.08.00,old-fashioned silt,1159.31.00,1348.56.00,5772.49.00,−89242.36.00,FALSE,FALSE,218.06.00
580,Bob,330.44.00,1580.57.00,1448.03.00,−115.14.00,146.45.00,mustard silt,−646.46.00,−773.07.00,5800.42.00,−90348.17.00,TRUE,FALSE,−1611.23.00
581,Atsuto,430.32.00,−356.49.00,2400.03.00,−1223.18.00,−784.59.00,mustard silt,−1390.02.00,−60.45.00,6536.09.00,−89883.01.00,FALSE,FALSE,522.56.00
582,Jorg,186.01.00,−88.40.00,1941.08.00,−300.27.00,−195.04.00,surströmming,−1054.18.00,55.40.00,6348.51.00,−90202.32.00,TRUE,FALSE,1393.10.00
583,Bob,278.40.00,−1504.09.00,2593.37.00,−1103.23.00,−1643.29.00,silt med schnapps,1572.59.00,1177.43.00,6819.46.00,−89190.54.00,FALSE,FALSE,1355.08.00
584,Jorg,443.05.00,1149.56.00,1336.04.00,−1449.53.00,864.11.00,mustard silt,−327.30.00,−410.12.00,5893.20.00,−89478.04.00,TRUE,FALSE,−214.05.00
585,Jorg,−720.46.00,630.45.00,2272.12.00,−1533.09.00,55.08.00,mustard silt,−943.01.00,−997.01.00,6556.26.00,−90805.19.00,TRUE,FALSE,−473.38.00
586,Atsuto,1208.36.00,229.04.00,2419.50.00,−1397.50.00,503.57.00,mustard silt,1160.22.00,−51.15.00,7103.51.00,−90160.56.00,TRUE,FALSE,−539.58.00
587,Atsuto,505.41.00,−240.48.00,1320.02.00,−412.41.00,−862.54.00,surströmming,−360.44.00,837.38.00,6893.40.00,−90842.54.00,TRUE,FALSE,409.07.00
588,Bob,−841.59.00,961.03.00,2218.09.00,−288.48.00,781.46.00,mustard silt,−618.51.00,1597.23.00,5595.06.00,−90127.35.00,TRUE,FALSE,−1563.41.00
589,Atsuto,458.06.00,−226.23.00,2589.41.00,−1081.20.00,−498.03.00,mustard silt,426.48.00,−524.15.00,6668.57.00,−90095.09.00,FALSE,FALSE,330.14.00
590,Atsuto,1260.12.00,−1260.41.00,2303.55.00,−1238.31.00,−1107.49.00,surströmming,342.24.00,−741.34.00,6253.18.00,−89775.25.00,FALSE,FALSE,316.22.00
591,Atsuto,−140.13.00,35.40.00,1135.53.00,−1321.08.00,411.36.00,mustard silt,192.07.00,171.07.00,6079.22.00,−89838.39.00,TRUE,FALSE,−1163.11.00
592,Bob,1436.00.00,346.17.00,1610.27.00,−1674.13.00,761.49.00,mustard silt,−107.34.00,886.35.00,5933.15.00,−90185.52.00,TRUE,FALSE,−401.26.00
593,Bob,20.14,468.10.00,1929.16.00,−537.51.00,1029.57.00,silt med onions,−1421.34.00,−269.06.00,7097.33.00,−90509.54.00,TRUE,FALSE,1426.35.00
594,Jorg,260.19.00,1471.45.00,1409.43.00,−1435.04.00,1572.11.00,mustard silt,−1492.36.00,1363.29.00,5881.36.00,−90449.34.00,TRUE,FALSE,−987.12.00
595,Jorg,1077.45.00,−1089.29.00,1771.04.00,−410.19.00,−1064.20.00,surströmming,1153.48.00,1029.22.00,6843.58.00,−90417.51.00,TRUE,FALSE,921.25.00
596,Atsuto,906.03.00,−422.41.00,1716.09.00,−1657.59.00,−929.54.00,surströmming,−545.17.00,−362.18.00,6223.52.00,−90376.31.00,TRUE,FALSE,637.42.00
