,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
10683,911.43.00,−951.34.00,1916.05.00,−202.40.00,−427.48.00,surströmming,888.14.00,−1182.35.00,5990.22.00,−89757.31.00,TRUE,FALSE,1020.40.00
10684,910.28.00,640.04.00,1680.50.00,−1705.22.00,1408.08.00,old-fashioned silt,1077.16.00,1013.29.00,6387.41.00,−90034.06.00,TRUE,FALSE,−824.41.00
10685,−824.05.00,1028.18.00,2533.37.00,−1181.13.00,929.44.00,mustard silt,−1429.46.00,−592.20.00,6228.16.00,−90412.51.00,TRUE,FALSE,−511.30.00
10686,503.37.00,−150.12.00,2424.17.00,−1145.49.00,−330.26.00,mustard silt,1134.21.00,607.44.00,7114.31.00,−89625.41.00,FALSE,FALSE,857.44.00
10687,1539.28.00,−1473.28.00,1235.56.00,−687.35.00,−1575.58.00,mustard silt,−356.59.00,−493.45.00,5661.52.00,−89666.47.00,FALSE,FALSE,1253.38.00
10688,1353.50.00,−1602.22.00,2178.10.00,−1668.01.00,−193.53.00,surströmming,−294.09.00,525.34.00,5535.34.00,−90247.12.00,TRUE,FALSE,1603.43.00
10689,1368.33.00,−1662.46.00,2578.51.00,−766.40.00,−326.46.00,silt med onions,−1289.09.00,−811.08.00,6843.38.00,−89636.00.00,FALSE,FALSE,874.30.00
10690,844.38.00,−957.50.00,2025.31.00,−100.56.00,−774.42.00,surströmming,−1033.13.00,126.48.00,6991.12.00,−90065.58.00,TRUE,FALSE,1052.45.00
10691,798.31.00,834.14.00,1019.22.00,−695.55.00,169.38.00,mustard silt,921.26.00,1139.32.00,5576.57.00,−90257.43.00,FALSE,FALSE,−922.57.00
10692,574.15.00,−600.25.00,2231.42.00,−1578.44.00,−1654.03.00,surströmming,−122.08.00,82.04.00,5652.20.00,−90374.06.00,TRUE,FALSE,961.56.00
10693,623.28.00,−397.40.00,1405.07.00,−335.40.00,−874.53.00,surströmming,16.32,1139.54.00,6675.58.00,−89843.10.00,TRUE,FALSE,1343.48.00
10694,705.18.00,1084.00.00,2548.24.00,−1253.26.00,719.08.00,mustard silt,30.49.00,−1143.50.00,5608.24.00,−90186.58.00,TRUE,FALSE,−655.53.00
10695,−42.21.00,55.32.00,1994.24.00,−132.11.00,788.27.00,mustard silt,−280.05.00,465.22.00,5811.24.00,−89871.36.00,TRUE,FALSE,−1669.57.00
10696,497.07.00,−851.53.00,2126.42.00,−1462.07.00,−541.38.00,surströmming,−527.05.00,−10.23.00,6456.12.00,−89594.36.00,FALSE,FALSE,383.57.00
10697,−472.45.00,311.52.00,1093.43.00,−1204.53.00,1019.15.00,mustard silt,−328.20.00,−782.56.00,5702.34.00,−89315.10.00,TRUE,FALSE,−1153.49.00
10698,451.15.00,−635.36.00,1211.34.00,−1294.56.00,−1398.18.00,mustard silt,550.12.00,−372.35.00,7061.41.00,−89665.03.00,FALSE,FALSE,131.26.00
10699,1086.34.00,743.01.00,2467.17.00,−433.30.00,1634.38.00,mustard silt,−658.48.00,−353.39.00,6026.22.00,−90102.59.00,TRUE,FALSE,−1620.53.00
10700,877.39.00,−539.15.00,1495.10.00,−255.37.00,−1186.21.00,surströmming,−902.03.00,418.53.00,5847.39.00,−90150.46.00,TRUE,FALSE,772.48.00
10701,371.23.00,1596.13.00,1115.26.00,−213.49.00,180.21.00,mustard silt,679.12.00,1504.46.00,6211.19.00,−90088.47.00,TRUE,FALSE,−1410.46.00
10702,1269.52.00,519.00.00,1253.27.00,−524.26.00,1141.48.00,surströmming,−1287.16.00,1097.56.00,6055.10.00,−89775.27.00,TRUE,FALSE,−1390.33.00
10703,645.58.00,−634.19.00,2432.57.00,−1165.49.00,−1395.30.00,old-fashioned silt,−591.12.00,−990.13.00,6256.58.00,−90430.28.00,FALSE,FALSE,1316.52.00
10704,1551.36.00,−188.21.00,2144.17.00,−1328.46.00,−747.30.00,surströmming,787.45.00,−1657.11.00,5839.50.00,−90343.34.00,FALSE,FALSE,1481.28.00
10705,1626.23.00,−26.04.00,1998.21.00,−1294.40.00,−57.21.00,old-fashioned silt,910.06.00,−646.02.00,6160.53.00,−89457.28.00,FALSE,FALSE,−1514.50.00
10706,567.58.00,−444.42.00,2391.42.00,−319.47.00,−1644.36.00,surströmming,552.17.00,1621.22.00,6845.22.00,−89207.22.00,TRUE,FALSE,728.03.00
10707,−23.06.00,450.26.00,1670.36.00,−1260.02.00,1657.14.00,mustard silt,1354.27.00,20.15,6853.07.00,−89353.07.00,TRUE,FALSE,−1702.55.00
10708,882.41.00,968.34.00,1343.59.00,−191.54.00,465.11.00,mustard silt,−780.47.00,983.06.00,6576.18.00,−89836.13.00,TRUE,FALSE,−1549.45.00
10709,37.40.00,−171.09.00,2212.51.00,−1474.35.00,−376.32.00,mexicansk silt,−651.34.00,592.36.00,5654.10.00,−90539.08.00,TRUE,FALSE,773.51.00
10710,400.12.00,1111.23.00,1837.00.00,−1521.06.00,779.22.00,mustard silt,421.52.00,1260.43.00,5593.53.00,−90231.46.00,TRUE,FALSE,−1275.05.00
10711,847.01.00,−881.43.00,1076.33.00,−1532.16.00,−274.06.00,curry silt,−106.59.00,728.21.00,6384.37.00,−90655.19.00,TRUE,FALSE,1530.11.00
10712,616.52.00,−636.38.00,1637.20.00,−286.31.00,−1400.36.00,surströmming,1179.16.00,−484.05.00,5855.58.00,−89319.14.00,TRUE,FALSE,1130.05.00
10713,−781.39.00,1080.37.00,1405.01.00,−480.14.00,1044.50.00,mustard silt,−237.09.00,−1450.09.00,6106.00.00,−89519.17.00,TRUE,FALSE,−619.50.00
10714,1450.07.00,−1114.13.00,2216.43.00,−191.09.00,−785.36.00,surströmming,−811.15.00,1126.00.00,6163.47.00,−89236.11.00,TRUE,FALSE,1440.47.00
10715,191.14.00,−414.36.00,1168.00.00,−794.51.00,−912.08.00,mustard silt,393.57.00,−592.22.00,6221.56.00,−90151.14.00,FALSE,FALSE,434.08.00
10716,1199.27.00,−1235.47.00,2287.20.00,−961.25.00,−1053.04.00,silt med onions,−1164.41.00,−908.17.00,6347.39.00,−90798.55.00,FALSE,FALSE,602.16.00
10717,296.29.00,04.54,1209.12.00,−1687.06.00,10.48,surströmming,333.32.00,1305.25.00,6902.59.00,−89657.45.00,TRUE,FALSE,1553.39.00
10718,−158.29.00,192.35.00,1593.48.00,−742.51.00,756.48.00,mustard silt,−524.45.00,1358.25.00,6561.36.00,−90199.15.00,TRUE,FALSE,−1014.15.00
10719,311.02.00,−222.09.00,1213.12.00,−1036.00.00,−488.44.00,mustard silt,−433.06.00,557.41.00,6008.50.00,−89676.49.00,FALSE,FALSE,1450.11.00
10720,147.39.00,−44.16.00,2012.26.00,−1112.55.00,−97.24.00,mustard silt,−1156.18.00,−629.10.00,6089.43.00,−90393.54.00,FALSE,FALSE,1175.59.00
10721,1663.18.00,−249.05.00,1874.25.00,−1317.06.00,−881.07.00,surströmming,271.43.00,−468.00.00,7055.49.00,−89531.03.00,FALSE,FALSE,268.28.00
10722,226.54.00,−47.02.00,1807.12.00,−1558.20.00,−103.29.00,silt med onions,425.43.00,−1238.20.00,6095.04.00,−89490.44.00,TRUE,FALSE,38.58.00
10723,799.21.00,961.17.00,1150.23.00,−1037.44.00,449.10.00,mustard silt,−445.28.00,−1150.04.00,5780.42.00,−90595.20.00,FALSE,FALSE,−816.01.00
10724,−1270.32.00,1391.42.00,1271.24.00,−266.45.00,63.33.00,mustard silt,−208.06.00,−987.15.00,6261.18.00,−90297.08.00,TRUE,FALSE,−145.38.00
10725,1507.54.00,−101.07.00,1299.44.00,−134.45.00,−222.28.00,mustard silt,1009.26.00,−1335.17.00,5994.27.00,−90184.48.00,TRUE,FALSE,−293.21.00
10726,1608.23.00,−161.21.00,1954.56.00,−383.05.00,−688.07.00,surströmming,460.39.00,−860.31.00,6857.31.00,−90102.13.00,TRUE,FALSE,894.56.00
10727,176.57.00,−220.36.00,2066.04.00,−1332.30.00,−485.18.00,mustard silt,359.40.00,71.32.00,5618.08.00,−90751.10.00,TRUE,FALSE,169.30.00
10728,603.39.00,−343.01.00,1988.47.00,−232.53.00,−754.38.00,surströmming,971.44.00,485.29.00,6418.48.00,−90645.10.00,TRUE,FALSE,644.34.00
10729,805.09.00,504.48.00,1195.09.00,−1757.31.00,1110.33.00,mustard silt,−1011.58.00,970.47.00,5909.26.00,−90239.20.00,TRUE,FALSE,−503.26.00
10730,379.07.00,−552.32.00,1617.22.00,−1018.52.00,−216.10.00,surströmming,118.05.00,−350.27.00,6587.33.00,−90118.42.00,FALSE,FALSE,1725.24.00
10731,1198.12.00,361.51.00,1901.56.00,−567.51.00,796.04.00,silt med schnapps,1599.31.00,1296.53.00,5578.23.00,−89563.42.00,TRUE,FALSE,−1318.37.00
10732,1449.16.00,583.54.00,1584.03.00,−891.44.00,1284.36.00,mustard silt,−536.35.00,187.20.00,6935.23.00,−89925.27.00,FALSE,FALSE,−1416.24.00
10733,184.33.00,24.57.00,1722.52.00,−1373.50.00,388.01.00,mustard silt,−890.55.00,892.50.00,5596.16.00,−89273.02.00,TRUE,FALSE,−455.23.00
10734,1333.57.00,610.25.00,2238.31.00,−1417.44.00,1342.55.00,mustard silt,652.38.00,−911.24.00,6659.25.00,−89886.20.00,TRUE,FALSE,−1025.22.00
10735,1239.52.00,553.56.00,2125.18.00,−1103.53.00,1218.40.00,mustard silt,−599.05.00,19.19,6302.09.00,−90779.47.00,FALSE,FALSE,−789.25.00
10736,164.28.00,146.08.00,1805.39.00,−589.29.00,654.37.00,mustard silt,984.07.00,−87.20.00,6162.54.00,−90230.12.00,TRUE,FALSE,−1418.07.00
10737,658.32.00,−494.09.00,1697.38.00,−126.46.00,−1087.08.00,surströmming,−1045.24.00,212.23.00,6172.07.00,−90779.46.00,TRUE,FALSE,1577.30.00
10738,378.14.00,1028.17.00,1530.21.00,−1101.03.00,596.34.00,mustard silt,−82.23.00,1062.25.00,6961.55.00,−89867.27.00,FALSE,FALSE,−1693.59.00
10739,1342.44.00,344.28.00,2498.07.00,−1078.58.00,757.49.00,mustard silt,590.46.00,1658.18.00,6498.51.00,−89795.46.00,FALSE,FALSE,−456.31.00
10740,374.50.00,−545.03.00,2036.54.00,−1613.54.00,−1199.07.00,surströmming,−1105.09.00,−873.35.00,5859.19.00,−90492.33.00,TRUE,FALSE,888.12.00
10741,1286.03.00,−1072.25.00,2209.33.00,−1373.40.00,−693.40.00,surströmming,−25.42.00,166.56.00,6078.57.00,−90789.45.00,FALSE,FALSE,1562.04.00
10742,40.18.00,−517.16.00,1266.49.00,−233.50.00,−1137.59.00,surströmming,−1030.18.00,−377.42.00,6174.10.00,−89520.10.00,TRUE,FALSE,432.29.00
10743,284.13.00,64.34.00,2143.12.00,−1657.36.00,475.11.00,mustard silt,185.57.00,763.41.00,5845.33.00,−89642.09.00,TRUE,FALSE,−258.50.00
10744,1479.43.00,−1384.32.00,2006.07.00,−1650.38.00,−1380.18.00,surströmming,−1178.55.00,−06.11.00,6942.31.00,−90327.43.00,TRUE,FALSE,1149.52.00
10745,1631.41.00,−1592.48.00,1433.06.00,−1518.50.00,−505.58.00,surströmming,−635.07.00,−1562.49.00,5750.36.00,−90344.54.00,FALSE,FALSE,965.36.00
10746,552.31.00,−446.16.00,1256.13.00,−572.13.00,−981.47.00,surströmming,93.02.00,−87.39.00,5650.08.00,−89221.40.00,TRUE,FALSE,1053.03.00
10747,750.37.00,−747.20.00,2291.51.00,−1435.54.00,−644.44.00,surströmming,−669.42.00,−863.09.00,6723.32.00,−90393.30.00,FALSE,FALSE,1481.55.00
10748,106.02.00,114.28.00,2392.49.00,−1295.36.00,251.50.00,mustard silt,388.40.00,−1211.41.00,6011.25.00,−89572.34.00,TRUE,FALSE,950.57.00
10749,179.34.00,1642.56.00,2355.51.00,−1564.42.00,283.06.00,mustard silt,951.02.00,240.48.00,6435.37.00,−90007.55.00,TRUE,FALSE,−387.28.00
10750,−292.21.00,328.47.00,1432.03.00,−195.50.00,1389.35.00,mustard silt,−233.58.00,−400.16.00,5852.56.00,−90706.28.00,TRUE,FALSE,−1125.50.00
10751,1183.56.00,−1407.35.00,2376.26.00,−999.02.00,−1431.02.00,silt med schnapps,−817.35.00,128.54.00,6120.36.00,−90568.56.00,FALSE,FALSE,1536.55.00
10752,892.53.00,1051.39.00,1976.24.00,−1612.25.00,647.58.00,mustard silt,−698.33.00,818.03.00,6002.09.00,−90146.24.00,TRUE,FALSE,−1556.19.00
10753,392.35.00,−514.21.00,1661.13.00,−1704.08.00,−1131.35.00,mustard silt,04.39,−1352.34.00,6834.38.00,−89193.34.00,TRUE,FALSE,754.25.00
10754,699.41.00,780.25.00,1307.52.00,−1193.43.00,51.14.00,mustard silt,−770.09.00,562.47.00,5852.54.00,−89281.09.00,TRUE,FALSE,−723.22.00
10755,1246.27.00,834.25.00,1585.51.00,−1306.28.00,170.03.00,mustard silt,572.38.00,−119.29.00,7122.24.00,−89867.03.00,TRUE,FALSE,−1563.08.00
10756,1467.38.00,587.40.00,1605.16.00,−1505.04.00,1292.53.00,old-fashioned silt,−208.04.00,−29.05.00,6302.06.00,−89754.29.00,TRUE,FALSE,−1320.42.00
10757,627.23.00,938.49.00,1567.34.00,−1491.47.00,399.43.00,mustard silt,−864.59.00,1580.11.00,6492.29.00,−90687.18.00,TRUE,FALSE,−45.06.00
10758,−834.13.00,332.29.00,2602.02.00,−988.27.00,1064.36.00,mustard silt,1285.01.00,746.52.00,6507.25.00,−90142.59.00,FALSE,FALSE,−983.32.00
10759,1443.23.00,−33.58.00,2547.54.00,−1264.55.00,−407.52.00,surströmming,−825.15.00,285.57.00,6101.48.00,−90063.43.00,FALSE,FALSE,1269.24.00
10760,−88.05.00,152.57.00,1645.56.00,−229.54.00,669.37.00,mustard silt,200.53.00,−66.53.00,6963.07.00,−89917.10.00,TRUE,FALSE,−799.28.00
10761,325.37.00,−129.10.00,1034.01.00,−819.28.00,−617.18.00,silt med onions,1349.58.00,1124.05.00,5902.22.00,−90333.23.00,FALSE,FALSE,423.38.00
10762,439.58.00,−430.08.00,2591.27.00,−1332.30.00,−946.17.00,mustard silt,402.13.00,−1112.18.00,6682.37.00,−89637.49.00,TRUE,FALSE,1090.16.00
10763,1556.46.00,−1187.08.00,2486.35.00,−1638.26.00,−1279.10.00,surströmming,−792.20.00,1334.26.00,6231.31.00,−90615.16.00,TRUE,FALSE,245.23.00
10764,680.50.00,−408.51.00,2003.42.00,−647.37.00,−1232.37.00,surströmming,−174.52.00,−612.14.00,6513.15.00,−89962.35.00,TRUE,FALSE,1180.35.00
10765,229.19.00,−145.57.00,1760.15.00,−1727.29.00,−321.06.00,surströmming,671.57.00,−1660.42.00,6254.00.00,−89219.19.00,TRUE,FALSE,135.57.00
10766,1278.33.00,−1334.29.00,1344.28.00,−442.08.00,−1270.11.00,surströmming,−506.19.00,−744.42.00,5483.12.00,−89345.20.00,TRUE,FALSE,754.35.00
10767,−605.31.00,891.36.00,1289.11.00,−755.04.00,962.07.00,mustard silt,545.55.00,−987.22.00,5814.13.00,−89852.44.00,FALSE,FALSE,−1032.01.00
10768,575.36.00,−161.05.00,1927.26.00,−1552.41.00,−354.23.00,silt med onions,−414.58.00,−22.02.00,6966.09.00,−90262.48.00,TRUE,FALSE,877.32.00
10769,929.37.00,−880.52.00,1710.24.00,−1705.18.00,−272.14.00,surströmming,125.25.00,−781.05.00,5750.04.00,−90038.02.00,TRUE,FALSE,147.34.00
10770,830.58.00,−743.01.00,1604.51.00,−362.23.00,−302.05.00,surströmming,589.09.00,−1229.53.00,5647.29.00,−89522.02.00,TRUE,FALSE,159.23.00
10771,944.19.00,−872.17.00,2571.22.00,−1415.15.00,−253.21.00,curry silt,−614.53.00,−1454.50.00,6870.18.00,−89787.54.00,TRUE,FALSE,1312.30.00
10772,1126.41.00,577.46.00,1050.24.00,−184.11.00,1271.06.00,mustard silt,210.37.00,−332.40.00,6444.00.00,−90240.20.00,TRUE,FALSE,−1156.15.00
10773,1383.45.00,−943.44.00,1895.28.00,−1551.08.00,−410.33.00,surströmming,1444.07.00,−346.38.00,6455.36.00,−90133.50.00,TRUE,FALSE,1292.52.00
10774,917.55.00,656.42.00,2523.16.00,−1324.19.00,1444.44.00,mustard silt,−395.13.00,1138.42.00,6468.59.00,−90706.49.00,TRUE,FALSE,−30.57.00
10775,−1114.45.00,1109.16.00,2258.54.00,−243.21.00,1107.51.00,mustard silt,1450.49.00,−302.48.00,6555.14.00,−89375.36.00,TRUE,FALSE,−190.47.00
10776,452.15.00,−993.16.00,2272.51.00,−1405.33.00,−519.31.00,surströmming,159.57.00,−763.28.00,5977.15.00,−89503.58.00,TRUE,FALSE,1545.31.00
10777,−686.14.00,934.31.00,1323.04.00,−554.24.00,723.24.00,mustard silt,476.06.00,−1106.55.00,5998.37.00,−89814.00.00,FALSE,FALSE,−1719.43.00
10778,1425.16.00,−1657.05.00,1191.38.00,−744.41.00,−314.14.00,mexicansk silt,412.08.00,179.49.00,6749.02.00,−90812.20.00,FALSE,FALSE,518.37.00
10779,1520.47.00,−1512.13.00,1740.50.00,−189.14.00,−1661.13.00,surströmming,870.57.00,1267.33.00,6380.10.00,−90781.24.00,TRUE,FALSE,1404.48.00
10780,−733.34.00,1119.38.00,2449.46.00,−1271.09.00,1130.39.00,mustard silt,626.40.00,167.16.00,6270.01.00,−89991.56.00,TRUE,FALSE,−1024.04.00
10781,−425.55.00,553.51.00,1556.13.00,−192.24.00,1551.37.00,mustard silt,−1076.14.00,−204.31.00,5498.01.00,−89903.47.00,TRUE,FALSE,−1079.20.00
10782,477.56.00,1298.19.00,2457.50.00,−1667.19.00,1190.38.00,mustard silt,−1488.36.00,−701.35.00,6928.15.00,−89445.24.00,TRUE,FALSE,−409.17.00
10783,1341.22.00,−1305.46.00,2286.47.00,−1472.01.00,−1207.02.00,surströmming,−594.56.00,−1356.17.00,6633.29.00,−90792.07.00,TRUE,FALSE,1035.06.00
10784,955.03.00,656.09.00,1082.17.00,−673.52.00,1443.33.00,mustard silt,686.36.00,−1662.49.00,6029.55.00,−90120.20.00,FALSE,FALSE,−1393.47.00
10785,87.17.00,−173.37.00,2181.20.00,−1634.48.00,−381.58.00,curry silt,114.08.00,−576.07.00,6146.50.00,−89255.15.00,TRUE,FALSE,1573.19.00
10786,407.31.00,−473.07.00,1108.51.00,−1716.22.00,−1373.59.00,surströmming,1415.20.00,750.03.00,6389.28.00,−90028.02.00,TRUE,FALSE,1225.03.00
10787,1183.40.00,959.12.00,1408.53.00,−1221.37.00,444.35.00,mustard silt,−151.34.00,−1274.45.00,6507.35.00,−89835.37.00,TRUE,FALSE,−1458.46.00
10788,496.19.00,1019.35.00,2405.43.00,−1256.16.00,577.25.00,mustard silt,172.44.00,−1349.37.00,5733.50.00,−90778.24.00,TRUE,FALSE,−1182.05.00
10789,−250.34.00,1625.38.00,2216.17.00,−1610.51.00,578.11.00,mustard silt,1141.47.00,601.29.00,6448.22.00,−89830.35.00,TRUE,FALSE,−310.28.00
10790,−896.15.00,520.20.00,2432.36.00,−1346.07.00,145.19.00,mustard silt,84.05.00,604.01.00,5531.23.00,−89241.56.00,TRUE,FALSE,−838.54.00
10791,1464.42.00,254.41.00,1512.18.00,−1575.05.00,560.18.00,mustard silt,1113.52.00,−757.20.00,6296.14.00,−90271.02.00,TRUE,FALSE,−681.04.00
10792,−292.21.00,124.30.00,2085.39.00,−1452.53.00,607.02.00,mustard silt,−410.11.00,455.09.00,5720.40.00,−89675.15.00,TRUE,FALSE,−1632.17.00
10793,−357.20.00,233.23.00,1175.45.00,−1289.44.00,846.34.00,mustard silt,952.48.00,−1198.55.00,6873.37.00,−89702.37.00,TRUE,FALSE,−339.08.00
10794,−983.54.00,1114.44.00,2460.14.00,−1548.43.00,1119.52.00,mustard silt,−834.57.00,591.33.00,5730.11.00,−89493.24.00,TRUE,FALSE,−210.56.00
10795,229.24.00,1281.30.00,2152.46.00,−1665.59.00,1153.39.00,mustard silt,−568.46.00,−594.52.00,6365.57.00,−89961.42.00,TRUE,FALSE,−1329.13.00
10796,837.35.00,−885.10.00,1031.37.00,−1261.34.00,−614.49.00,surströmming,1040.45.00,254.57.00,5678.11.00,−90838.18.00,FALSE,FALSE,1035.44.00
10797,1060.50.00,627.03.00,1656.52.00,−981.35.00,1379.30.00,surströmming,−408.52.00,760.34.00,6147.55.00,−90096.11.00,TRUE,FALSE,−1646.50.00
10798,553.09.00,−710.40.00,2621.28.00,−132.48.00,−1563.28.00,silt med onions,305.26.00,1481.26.00,5799.21.00,−89384.25.00,TRUE,FALSE,101.36.00
10799,1322.30.00,169.21.00,2056.42.00,−1468.03.00,372.33.00,mustard silt,378.56.00,−591.40.00,7110.13.00,−89572.44.00,TRUE,FALSE,−23.31.00
10800,300.07.00,−641.50.00,1282.42.00,−1191.23.00,−1412.02.00,mustard silt,−43.13.00,1284.36.00,6940.51.00,−89645.42.00,FALSE,FALSE,939.07.00
10801,1208.50.00,340.58.00,2195.26.00,−1565.51.00,750.07.00,mustard silt,177.28.00,−94.21.00,6961.35.00,−89902.01.00,TRUE,FALSE,−640.41.00
10802,715.19.00,−671.15.00,1362.27.00,−570.20.00,−144.12.00,surströmming,−297.23.00,−618.18.00,6812.59.00,−89366.53.00,TRUE,FALSE,918.06.00
10803,1123.18.00,−1431.43.00,1100.39.00,−114.12.00,−1484.06.00,surströmming,−1000.59.00,−607.17.00,6028.08.00,−89806.44.00,TRUE,FALSE,1197.55.00
10804,496.03.00,−947.51.00,2495.43.00,−1356.31.00,−419.36.00,silt med onions,−39.16.00,−1361.51.00,6631.55.00,−90383.42.00,FALSE,FALSE,515.10.00
10805,345.27.00,52.58.00,1154.49.00,−1150.18.00,449.39.00,mustard silt,−108.50.00,323.09.00,6882.43.00,−90497.05.00,TRUE,FALSE,−189.24.00
10806,1145.51.00,−1197.51.00,1605.58.00,−1700.56.00,−969.35.00,surströmming,−1017.37.00,574.56.00,6898.35.00,−90203.08.00,TRUE,FALSE,912.26.00
10807,532.52.00,1106.32.00,2236.38.00,−1409.15.00,768.42.00,mustard silt,−990.53.00,577.55.00,7037.49.00,−90681.13.00,TRUE,FALSE,−1104.31.00
10808,07.23,−255.17.00,2039.25.00,−344.21.00,−561.38.00,surströmming,560.09.00,−1018.43.00,7124.14.00,−89220.52.00,TRUE,FALSE,838.28.00
10809,211.05.00,−543.41.00,2056.40.00,−1532.04.00,−1196.05.00,silt med schnapps,−1584.29.00,−28.54.00,6060.53.00,−89474.00.00,TRUE,FALSE,1038.25.00
10810,1174.22.00,−1017.56.00,1807.22.00,−269.37.00,−906.55.00,surströmming,−600.04.00,−961.32.00,5844.05.00,−89621.03.00,TRUE,FALSE,773.42.00
10811,600.22.00,−382.33.00,1823.47.00,−308.02.00,−1174.45.00,surströmming,179.07.00,1012.39.00,5794.39.00,−89653.36.00,TRUE,FALSE,398.18.00
10812,1173.23.00,279.43.00,2142.26.00,−1027.12.00,615.22.00,mustard silt,525.33.00,−694.33.00,5704.36.00,−89311.40.00,FALSE,FALSE,−774.00.00
10813,531.24.00,−884.12.00,2261.23.00,−1414.01.00,−612.42.00,surströmming,−51.27.00,1254.30.00,6503.22.00,−90125.25.00,FALSE,FALSE,500.18.00
10814,−233.49.00,411.15.00,1580.52.00,−1712.49.00,1237.52.00,mustard silt,351.19.00,−82.15.00,5506.25.00,−89288.15.00,TRUE,FALSE,−1456.40.00
10815,133.24.00,25.32.00,1591.35.00,−208.59.00,389.19.00,mustard silt,−275.51.00,904.26.00,6549.51.00,−89587.02.00,TRUE,FALSE,−1412.50.00
10816,−829.17.00,575.53.00,1498.06.00,−526.55.00,1600.05.00,mustard silt,−1113.56.00,−824.01.00,6614.32.00,−90175.00.00,TRUE,FALSE,−1288.43.00
10817,−129.59.00,252.54.00,2585.19.00,−1752.21.00,889.32.00,mustard silt,1066.53.00,1506.18.00,6612.51.00,−90481.01.00,TRUE,FALSE,−759.11.00
10818,195.36.00,1227.35.00,1013.08.00,−1276.53.00,1035.01.00,mustard silt,−889.54.00,−150.57.00,5630.24.00,−90021.38.00,TRUE,FALSE,−1090.05.00
10819,−55.16.00,238.16.00,1277.37.00,−1449.44.00,857.19.00,mustard silt,651.03.00,970.22.00,6910.35.00,−90098.28.00,TRUE,FALSE,−176.20.00
10820,−707.25.00,590.43.00,1174.42.00,−1113.44.00,300.10.00,mustard silt,−458.47.00,−1547.02.00,5816.56.00,−90596.41.00,TRUE,FALSE,−1187.38.00
10821,858.20.00,605.00.00,1520.40.00,−444.37.00,1331.00.00,silt med schnapps,−167.41.00,1020.55.00,5702.00.00,−89982.14.00,TRUE,FALSE,−180.20.00
10822,107.59.00,1311.24.00,2254.17.00,−1574.52.00,1219.25.00,mustard silt,618.36.00,−1182.50.00,6713.56.00,−90795.44.00,TRUE,FALSE,−686.36.00
10823,141.06.00,1439.14.00,1340.11.00,−274.43.00,1500.38.00,mustard silt,−274.24.00,−1226.38.00,6489.46.00,−90051.53.00,TRUE,FALSE,−1152.54.00
10824,44.20.00,−85.58.00,1196.58.00,−1258.18.00,−189.08.00,mustard silt,−784.00.00,−695.08.00,5943.41.00,−89645.31.00,TRUE,FALSE,1432.15.00
10825,1434.20.00,207.58.00,2451.55.00,−1466.48.00,457.31.00,mustard silt,−825.34.00,681.50.00,5530.47.00,−90394.21.00,TRUE,FALSE,−897.05.00
10826,727.54.00,1331.50.00,1965.57.00,−1606.19.00,1264.22.00,mustard silt,−99.07.00,136.49.00,6930.26.00,−89191.41.00,TRUE,FALSE,−1482.46.00
10827,471.32.00,1063.15.00,2545.33.00,−1516.09.00,673.30.00,mustard silt,−973.40.00,504.48.00,6498.17.00,−90607.50.00,TRUE,FALSE,−685.20.00
10828,383.59.00,1235.31.00,2318.03.00,−346.55.00,1052.28.00,mustard silt,639.36.00,515.47.00,5710.30.00,−90837.00.00,TRUE,FALSE,−179.55.00
10829,1353.41.00,−1548.20.00,2062.38.00,−183.43.00,−74.59.00,surströmming,1543.04.00,−673.25.00,6296.21.00,−89696.51.00,TRUE,FALSE,1539.03.00
10830,1663.01.00,−260.40.00,2529.40.00,−1510.21.00,−573.29.00,mustard silt,−745.39.00,−794.21.00,6385.56.00,−90555.13.00,TRUE,FALSE,582.20.00
10831,1441.46.00,−1423.20.00,2325.10.00,−261.41.00,−1465.39.00,surströmming,−00.38.00,1566.19.00,6504.17.00,−89411.44.00,TRUE,FALSE,1077.15.00
10832,353.32.00,1298.22.00,2070.29.00,−576.38.00,1190.45.00,mustard silt,574.55.00,558.10.00,5850.04.00,−89399.59.00,TRUE,FALSE,−160.05.00
10833,725.49.00,980.20.00,2053.13.00,−1469.59.00,491.03.00,mustard silt,−1164.37.00,747.06.00,6182.28.00,−90647.03.00,TRUE,FALSE,−1542.59.00
10834,64.55.00,−78.01.00,1228.15.00,−1687.03.00,−504.47.00,surströmming,−118.00.00,588.27.00,5971.25.00,−90331.59.00,TRUE,FALSE,811.42.00
10835,1458.08.00,375.05.00,2650.31.00,−973.54.00,825.11.00,mustard silt,−1412.49.00,137.02.00,6161.04.00,−89190.15.00,FALSE,FALSE,−1273.02.00
10836,1107.46.00,702.34.00,1036.09.00,−1198.01.00,1545.38.00,mustard silt,−96.34.00,542.21.00,5954.27.00,−90204.14.00,TRUE,FALSE,−443.18.00
10837,273.53.00,−217.30.00,1188.43.00,−994.55.00,−478.29.00,mustard silt,−1421.27.00,−1336.13.00,6699.40.00,−89657.38.00,FALSE,FALSE,1246.10.00
10838,934.36.00,−1258.24.00,1772.06.00,−281.32.00,−1102.48.00,surströmming,843.05.00,1295.58.00,5686.30.00,−89422.08.00,TRUE,FALSE,427.28.00
